UF;Município;Cod_Município;CN;Cep_Início;Cep_Fim
PI;Eliseu Martins;2203602;89;64000-000;64999-999
PI;Esperantina;2203701;86;64000-000;64999-999
PI;Fartura Do Piauí;2203750;89;64000-000;64999-999
PI;Flores Do Piauí;2203800;89;64000-000;64999-999
PI;Floresta Do Piauí;2203859;89;64000-000;64999-999
PI;Floriano;2203909;89;64000-000;64999-999
PI;Francinópolis;2204006;89;64000-000;64999-999
PI;Francisco Ayres;2204105;89;64000-000;64999-999
PI;Francisco Macedo;2204154;89;64000-000;64999-999
PI;Francisco Santos;2204204;89;64000-000;64999-999
PI;Fronteiras;2204303;89;64000-000;64999-999
PI;Geminiano;2204352;89;64000-000;64999-999
PI;Gilbués;2204402;89;64000-000;64999-999
PI;Guadalupe;2204501;89;64000-000;64999-999
PI;Guaribas;2204550;89;64000-000;64999-999
PI;Hugo Napoleão;2204600;86;64000-000;64999-999
PI;Ilha Grande;2204659;86;64000-000;64999-999
PI;Inhuma;2204709;89;64000-000;64999-999
PI;Ipiranga Do Piauí;2204808;89;64000-000;64999-999
PI;Isaías Coelho;2204907;89;64000-000;64999-999
PI;Itainópolis;2205003;89;64000-000;64999-999
PI;Itaueira;2205102;89;64000-000;64999-999
PI;Jacobina Do Piauí;2205151;89;64000-000;64999-999
PI;Jaicós;2205201;89;64000-000;64999-999
PI;Jardim Do Mulato;2205250;86;64000-000;64999-999
PI;Jatobá Do Piauí;2205276;86;64000-000;64999-999
PI;Jerumenha;2205300;89;64000-000;64999-999
PI;João Costa;2205359;89;64000-000;64999-999
PI;Joaquim Pires;2205409;86;64000-000;64999-999
PI;Joca Marques;2205458;86;64000-000;64999-999
PI;José De Freitas;2205508;86;64000-000;64999-999
PI;Juazeiro Do Piauí;2205516;86;64000-000;64999-999
PI;Júlio Borges;2205524;89;64000-000;64999-999
PI;Jurema;2205532;89;64000-000;64999-999
PI;Lagoa Alegre;2205557;86;64000-000;64999-999
PI;Lagoa De São Francisco;2205573;86;64000-000;64999-999
PI;Lagoa Do Barro Do Piauí;2205565;89;64000-000;64999-999
PI;Lagoa Do Piauí;2205581;86;64000-000;64999-999
PI;Lagoa Do Sítio;2205599;89;64000-000;64999-999
PI;Lagoinha Do Piauí;2205540;86;64000-000;64999-999
PI;Landri Sales;2205607;89;64000-000;64999-999
PI;Luís Correia;2205706;86;64000-000;64999-999
PI;Luzilândia;2205805;86;64000-000;64999-999
PI;Madeiro;2205854;86;64000-000;64999-999
PI;Manoel Emídio;2205904;89;64000-000;64999-999
PI;Marcolândia;2205953;89;64000-000;64999-999
PI;Marcos Parente;2206001;89;64000-000;64999-999
PI;Massapê Do Piauí;2206050;89;64000-000;64999-999
PI;Matias Olímpio;2206100;86;64000-000;64999-999
PI;Miguel Alves;2206209;86;64000-000;64999-999
PI;Miguel Leão;2206308;86;64000-000;64999-999
PI;Milton Brandão;2206357;86;64000-000;64999-999
PI;Monsenhor Gil;2206407;86;64000-000;64999-999
PI;Monsenhor Hipólito;2206506;89;64000-000;64999-999
PI;Monte Alegre Do Piauí;2206605;89;64000-000;64999-999
PI;Morro Cabeça No Tempo;2206654;89;64000-000;64999-999
PI;Morro Do Chapéu Do Piauí;2206670;86;64000-000;64999-999
PI;Murici Dos Portelas;2206696;86;64000-000;64999-999
PI;Nazaré Do Piauí;2206704;89;64000-000;64999-999
PI;Nossa Senhora De Nazaré;2206753;86;64000-000;64999-999
PI;Nossa Senhora Dos Remédios;2206803;86;64000-000;64999-999
PI;Nova Santa Rita;2207959;89;64000-000;64999-999
PI;Novo Oriente Do Piauí;2206902;89;64000-000;64999-999
PI;Novo Santo Antônio;2206951;86;64365-000;64365-000
PI;Oeiras;2207009;89;64000-000;64999-999
PI;Olho D'Água Do Piauí;2207108;86;64000-000;64999-999
PI;Padre Marcos;2207207;89;64000-000;64999-999
PI;Paes Landim;2207306;89;64000-000;64999-999
PI;Pajeú Do Piauí;2207355;89;64000-000;64999-999
PI;Palmeira Do Piauí;2207405;89;64000-000;64999-999
PI;Palmeirais;2207504;86;64000-000;64999-999
PI;Paquetá;2207553;89;64000-000;64999-999
PI;Parnaguá;2207603;89;64000-000;64999-999
PI;Parnaíba;2207702;86;64000-000;64999-999
PI;Passagem Franca Do Piauí;2207751;86;64000-000;64999-999
PI;Patos Do Piauí;2207777;89;64000-000;64999-999
PI;Pau D'Arco Do Piauí;2207793;86;64000-000;64999-999
PI;Paulistana;2207801;89;64000-000;64999-999
PI;Pavussu;2207850;89;64000-000;64999-999
PI;Pedro Ii;2207900;86;64000-000;64999-999
PI;Pedro Laurentino;2207934;89;64000-000;64999-999
PI;Picos;2208007;89;64000-000;64999-999
PI;Pimenteiras;2208106;89;64000-000;64999-999
PI;Pio Ix;2208205;89;64000-000;64999-999
PI;Piracuruca;2208304;86;64000-000;64999-999
PI;Piripiri;2208403;86;64000-000;64999-999
PI;Porto;2208502;86;64000-000;64999-999
PI;Porto Alegre Do Piauí;2208551;89;64000-000;64999-999
PI;Prata Do Piauí;2208601;86;64000-000;64999-999
PI;Queimada Nova;2208650;89;64000-000;64999-999
PI;Redenção Do Gurguéia;2208700;89;64000-000;64999-999
PI;Regeneração;2208809;86;64000-000;64999-999
PI;Riacho Frio;2208858;89;64000-000;64999-999
PI;Ribeira Do Piauí;2208874;89;64000-000;64999-999
PI;Ribeiro Gonçalves;2208908;89;64000-000;64999-999
PI;Rio Grande Do Piauí;2209005;89;64000-000;64999-999
PI;Santa Cruz Do Piauí;2209104;89;64000-000;64999-999
PI;Santa Cruz Dos Milagres;2209153;89;64000-000;64999-999
PI;Santa Filomena;2209203;89;64000-000;64999-999
PI;Santa Luz;2209302;89;64000-000;64999-999
PI;Santa Rosa Do Piauí;2209377;89;64000-000;64999-999
PI;Santana Do Piauí;2209351;89;64000-000;64999-999
PI;Santo Antônio De Lisboa;2209401;89;64600-000;64640-000
PI;Santo Antônio Dos Milagres;2209450;86;64438-000;64438-000
PI;Santo Inácio Do Piauí;2209500;89;64000-000;64999-999
PI;São Braz Do Piauí;2209559;89;64000-000;64999-999
PI;São Félix Do Piauí;2209609;86;64000-000;64999-999
PI;São Francisco De Assis Do Piauí;2209658;89;64000-000;64999-999
PI;São Francisco Do Piauí;2209708;89;64000-000;64999-999
PI;São Gonçalo Do Gurguéia;2209757;89;64000-000;64999-999
PI;São Gonçalo Do Piauí;2209807;86;64000-000;64999-999
PI;São João Da Canabrava;2209856;89;64000-000;64999-999
PI;São João Da Fronteira;2209872;86;64243-000;64243-000
PI;São João Da Serra;2209906;86;64000-000;64999-999
PI;São João Da Varjota;2209955;89;64000-000;64999-999
PI;São João Do Arraial;2209971;86;64000-000;64999-999
PI;São João Do Piauí;2210003;89;64000-000;64999-999
PI;São José Do Divino;2210052;86;64000-000;64999-999
PI;São José Do Peixe;2210102;89;64000-000;64999-999
PI;São José Do Piauí;2210201;89;64000-000;64999-999
PI;São Julião;2210300;89;64000-000;64999-999
PI;São Lourenço Do Piauí;2210359;89;64000-000;64999-999
PI;São Luis Do Piauí;2210375;89;64000-000;64999-999
PI;São Miguel Da Baixa Grande;2210383;86;64000-000;64999-999
PI;São Miguel Do Fidalgo;2210391;89;64000-000;64999-999
PI;São Miguel Do Tapuio;2210409;86;64000-000;64999-999
PI;São Pedro Do Piauí;2210508;86;64000-000;64999-999
PI;São Raimundo Nonato;2210607;89;64000-000;64999-999
PI;Sebastião Barros;2210623;89;64000-000;64999-999
PI;Sebastião Leal;2210631;89;64000-000;64999-999
PI;Sigefredo Pacheco;2210656;86;64000-000;64999-999
PI;Simões;2210706;89;64000-000;64999-999
PI;Simplício Mendes;2210805;89;64000-000;64999-999
PI;Socorro Do Piauí;2210904;89;64000-000;64999-999
PI;Sussuapara;2210938;89;64000-000;64999-999
PI;Tamboril Do Piauí;2210953;89;64000-000;64999-999
PI;Tanque Do Piauí;2210979;89;64000-000;64999-999
PI;Teresina;2211001;86;64000-805;64002-640
PI;União;2211100;86;64000-000;64999-999
PI;Uruçuí;2211209;89;64000-000;64999-999
PI;Valença Do Piauí;2211308;89;64000-000;64999-999
PI;Várzea Branca;2211357;89;64000-000;64999-999
PI;Várzea Grande;2211407;89;64000-000;64999-999
PI;Vera Mendes;2211506;89;64000-000;64999-999
PI;Vila Nova Do Piauí;2211605;89;64000-000;64999-999
PI;Wall Ferraz;2211704;89;64000-000;64999-999
PR;Abatiá;4100103;43;80000-000;87999-999
PR;Adrianópolis;4100202;41;80000-000;87999-999
PR;Agudos Do Sul;4100301;41;80000-000;87999-999
PR;Almirante Tamandaré;4100400;41;80000-000;87999-999
PR;Altamira Do Paraná;4100459;44;80000-000;87999-999
PR;Alto Paraná;4100608;44;80000-000;87999-999
PR;Alto Piquiri;4100707;44;80000-000;87999-999
PR;Altônia;4100509;44;80000-000;87999-999
PR;Alvorada Do Sul;4100806;43;80000-000;87999-999
PR;Amaporã;4100905;44;80000-000;87999-999
PR;Ampére;4101002;46;80000-000;87999-999
PR;Anahy;4101051;45;80000-000;87999-999
PR;Andirá;4101101;43;80000-000;87999-999
PR;Ângulo;4101150;44;80000-000;87999-999
PR;Antonina;4101200;41;80000-000;87999-999
PR;Antônio Olinto;4101309;42;80000-000;87999-999
PR;Apucarana;4101408;43;80000-000;87999-999
PR;Arapongas;4101507;43;80000-000;87999-999
PR;Arapoti;4101606;43;80000-000;87999-999
PR;Arapuã;4101655;43;80000-000;87999-999
PR;Araruna;4101705;44;80000-000;87999-999
PR;Araucária;4101804;41;80000-000;87999-999
PR;Ariranha Do Ivaí;4101853;43;80000-000;87999-999
PR;Assaí;4101903;43;80000-000;87999-999
PR;Assis Chateaubriand;4102000;44;80000-000;87999-999
PR;Astorga;4102109;44;80000-000;87999-999
PR;Atalaia;4102208;44;80000-000;87999-999
PR;Balsa Nova;4102307;41;80000-000;87999-999
PR;Bandeirantes;4102406;43;80000-000;87999-999
PR;Barbosa Ferraz;4102505;44;80000-000;87999-999
PR;Barra Do Jacaré;4102703;43;80000-000;87999-999
PR;Barracão;4102604;46;80000-000;87999-999
PR;Bela Vista Da Caroba;4102752;46;80000-000;87999-999
PR;Bela Vista Do Paraíso;4102802;43;80000-000;87999-999
PR;Bituruna;4102901;42;80000-000;87999-999
PR;Boa Esperança;4103008;44;80000-000;87999-999
PR;Boa Esperança Do Iguaçu;4103024;46;80000-000;87999-999
PR;Boa Ventura De São Roque;4103040;42;80000-000;87999-999
PR;Boa Vista Da Aparecida;4103057;45;80000-000;87999-999
PR;Bocaiúva Do Sul;4103107;41;80000-000;87999-999
PR;Bom Jesus Do Sul;4103156;46;80000-000;87999-999
PR;Bom Sucesso;4103206;43;80000-000;87999-999
PR;Bom Sucesso Do Sul;4103222;46;80000-000;87999-999
PR;Borrazópolis;4103305;43;80000-000;87999-999
PR;Braganey;4103354;45;80000-000;87999-999
PR;Brasilândia Do Sul;4103370;44;80000-000;87999-999
PR;Cafeara;4103404;43;80000-000;87999-999
PR;Cafelândia;4103453;45;80000-000;87999-999
PR;Cafezal Do Sul;4103479;44;80000-000;87999-999
PR;Califórnia;4103503;43;80000-000;87999-999
PR;Cambará;4103602;43;80000-000;87999-999
PR;Cambé;4103701;43;80000-000;87999-999
PR;Cambira;4103800;43;80000-000;87999-999
PR;Campina Da Lagoa;4103909;44;80000-000;87999-999
PR;Campina Do Simão;4103958;42;80000-000;87999-999
PR;Campina Grande Do Sul;4104006;41;80000-000;87999-999
PR;Campo Bonito;4104055;45;80000-000;87999-999
PR;Campo Do Tenente;4104105;41;80000-000;87999-999
PR;Campo Largo;4104204;41;80000-000;87999-999
PR;Campo Magro;4104253;41;80000-000;87999-999
PR;Campo Mourão;4104303;44;80000-000;87999-999
PR;Cândido De Abreu;4104402;43;80000-000;87999-999
PR;Candói;4104428;42;80000-000;87999-999
PR;Cantagalo;4104451;42;80000-000;87999-999
PR;Capanema;4104501;46;80000-000;87999-999
PR;Capitão Leônidas Marques;4104600;45;80000-000;87999-999
PR;Carambeí;4104659;42;80000-000;87999-999
PR;Carlópolis;4104709;43;80000-000;87999-999
PR;Cascavel;4104808;45;80000-000;87999-999
PR;Castro;4104907;42;80000-000;87999-999
PR;Catanduvas;4105003;45;80000-000;87999-999
PR;Centenário Do Sul;4105102;43;80000-000;87999-999
PR;Cerro Azul;4105201;41;80000-000;87999-999
PR;Céu Azul;4105300;45;80000-000;87999-999
PR;Chopinzinho;4105409;46;80000-000;87999-999
PR;Cianorte;4105508;44;80000-000;87999-999
PR;Cidade Gaúcha;4105607;44;80000-000;87999-999
PR;Clevelândia;4105706;46;80000-000;87999-999
PR;Colombo;4105805;41;80000-000;87999-999
PR;Colorado;4105904;44;80000-000;87999-999
PR;Congonhinhas;4106001;43;80000-000;87999-999
PR;Conselheiro Mairinck;4106100;43;80000-000;87999-999
PR;Contenda;4106209;41;80000-000;87999-999
PR;Corbélia;4106308;45;80000-000;87999-999
PR;Cornélio Procópio;4106407;43;80000-000;87999-999
PR;Coronel Domingos Soares;4106456;46;80000-000;87999-999
PR;Coronel Vivida;4106506;46;80000-000;87999-999
PR;Corumbataí Do Sul;4106555;44;80000-000;87999-999
PR;Cruz Machado;4106803;42;80000-000;87999-999
PR;Cruzeiro Do Iguaçu;4106571;46;80000-000;87999-999
PR;Cruzeiro Do Oeste;4106605;44;80000-000;87999-999
PR;Cruzeiro Do Sul;4106704;44;80000-000;87999-999
PR;Cruzmaltina;4106852;43;80000-000;87999-999
PR;Curitiba;4106902;41;80000-000;80240-900
PR;Curiúva;4107009;43;80000-000;87999-999
PR;Diamante Do Norte;4107108;44;80000-000;87999-999
PR;Diamante Do Sul;4107124;45;80000-000;87999-999
PR;Diamante D'Oeste;4107157;45;80000-000;87999-999
PR;Dois Vizinhos;4107207;46;80000-000;87999-999
PR;Douradina;4107256;44;80000-000;87999-999
PR;Doutor Camargo;4107306;44;80000-000;87999-999
PR;Doutor Ulysses;4128633;41;80000-000;87999-999
PR;Enéas Marques;4107405;46;80000-000;87999-999
PR;Engenheiro Beltrão;4107504;44;80000-000;87999-999
PR;Entre Rios Do Oeste;4107538;45;80000-000;87999-999
PR;Esperança Nova;4107520;44;80000-000;87999-999
PR;Espigão Alto Do Iguaçu;4107546;46;80000-000;87999-999
PR;Farol;4107553;44;80000-000;87999-999
PR;Faxinal;4107603;43;80000-000;87999-999
PR;Fazenda Rio Grande;4107652;41;80000-000;87999-999
PR;Fênix;4107702;44;80000-000;87999-999
PR;Fernandes Pinheiro;4107736;42;80000-000;87999-999
PR;Figueira;4107751;43;80000-000;87999-999
PR;Flor Da Serra Do Sul;4107850;46;80000-000;87999-999
PR;Floraí;4107801;44;80000-000;87999-999
PR;Floresta;4107900;44;80000-000;87999-999
PR;Florestópolis;4108007;43;80000-000;87999-999
PR;Flórida;4108106;44;80000-000;87999-999
PR;Formosa Do Oeste;4108205;44;80000-000;87999-999
PR;Foz Do Iguaçu;4108304;45;80000-000;87999-999
PR;Foz Do Jordão;4108452;42;80000-000;87999-999
PR;Francisco Alves;4108320;44;80000-000;87999-999
PR;Francisco Beltrão;4108403;46;80000-000;87999-999
PR;General Carneiro;4108502;42;80000-000;87999-999
PR;Godoy Moreira;4108551;43;80000-000;87999-999
PR;Goioerê;4108601;44;80000-000;87999-999
PR;Goioxim;4108650;42;80000-000;87999-999
PR;Grandes Rios;4108700;43;80000-000;87999-999
PR;Guaíra;4108809;44;80000-000;87999-999
PR;Guairaçá;4108908;44;80000-000;87999-999
PR;Guamiranga;4108957;42;80000-000;87999-999
PR;Guapirama;4109005;43;80000-000;87999-999
PR;Guaporema;4109104;44;80000-000;87999-999
PR;Guaraci;4109203;43;86620-000;86620-000
PR;Guaraniaçu;4109302;45;80000-000;87999-999
PR;Guarapuava;4109401;42;80000-000;87999-999
PR;Guaraqueçaba;4109500;41;80000-000;87999-999
PR;Guaratuba;4109609;41;80000-000;87999-999
PR;Honório Serpa;4109658;46;80000-000;87999-999
PR;Ibaiti;4109708;43;80000-000;87999-999
PR;Ibema;4109757;45;80000-000;87999-999
PR;Ibiporã;4109807;43;80000-000;87999-999
PR;Icaraíma;4109906;44;80000-000;87999-999
PR;Iguaraçu;4110003;44;80000-000;87999-999
PR;Iguatu;4110052;45;80000-000;87999-999
PR;Imbaú;4110078;42;80000-000;87999-999
PR;Imbituva;4110102;42;80000-000;87999-999
PR;Inácio Martins;4110201;42;80000-000;87999-999
PR;Inajá;4110300;44;80000-000;87999-999
PR;Indianópolis;4110409;44;80000-000;87999-999
PR;Ipiranga;4110508;42;80000-000;87999-999
PR;Iporã;4110607;44;80000-000;87999-999
PR;Iracema Do Oeste;4110656;44;80000-000;87999-999
PR;Irati;4110706;42;80000-000;87999-999
PR;Iretama;4110805;44;80000-000;87999-999
PR;Itaguajé;4110904;44;80000-000;87999-999
PR;Itaipulândia;4110953;45;80000-000;87999-999
PR;Itambaracá;4111001;43;80000-000;87999-999
PR;Itambé;4111100;44;80000-000;87999-999
PR;Itapejara D'Oeste;4111209;46;80000-000;87999-999
PR;Itaperuçu;4111258;41;80000-000;87999-999
PR;Itaúna Do Sul;4111308;44;80000-000;87999-999
PR;Ivaí;4111407;42;80000-000;87999-999
PR;Ivaiporã;4111506;43;80000-000;87999-999
PR;Ivaté;4111555;44;80000-000;87999-999
PR;Ivatuba;4111605;44;80000-000;87999-999
PR;Jaboti;4111704;43;80000-000;87999-999
PR;Jacarezinho;4111803;43;80000-000;87999-999
PR;Jaguapitã;4111902;43;80000-000;87999-999
PR;Jaguariaíva;4112009;43;80000-000;87999-999
PR;Jandaia Do Sul;4112108;43;80000-000;87999-999
PR;Janiópolis;4112207;44;80000-000;87999-999
PR;Japira;4112306;43;80000-000;87999-999
PR;Japurá;4112405;44;80000-000;87999-999
PR;Jardim Alegre;4112504;43;80000-000;87999-999
PR;Jardim Olinda;4112603;44;80000-000;87999-999
PR;Jataizinho;4112702;43;80000-000;87999-999
PR;Jesuítas;4112751;44;80000-000;87999-999
PR;Joaquim Távora;4112801;43;80000-000;87999-999
PR;Jundiaí Do Sul;4112900;43;80000-000;87999-999
PR;Juranda;4112959;44;80000-000;87999-999
PR;Jussara;4113007;44;80000-000;87999-999
PR;Kaloré;4113106;43;80000-000;87999-999
PR;Lapa;4113205;41;80000-000;87999-999
PR;Laranjal;4113254;42;80000-000;87999-999
PR;Laranjeiras Do Sul;4113304;42;80000-000;87999-999
PR;Leópolis;4113403;43;80000-000;87999-999
PR;Lidianópolis;4113429;43;80000-000;87999-999
PR;Lindoeste;4113452;45;80000-000;87999-999
PR;Loanda;4113502;44;80000-000;87999-999
PR;Lobato;4113601;44;80000-000;87999-999
PR;Londrina;4113700;43;86010-000;86020-230
PR;Luiziana;4113734;44;80000-000;87999-999
PR;Lunardelli;4113759;43;80000-000;87999-999
PR;Lupionópolis;4113809;43;80000-000;87999-999
PR;Mallet;4113908;42;80000-000;87999-999
PR;Mamborê;4114005;44;80000-000;87999-999
PR;Mandaguaçu;4114104;44;80000-000;87999-999
PR;Mandaguari;4114203;44;80000-000;87999-999
PR;Mandirituba;4114302;41;80000-000;87999-999
PR;Manfrinópolis;4114351;46;80000-000;87999-999
PR;Mangueirinha;4114401;46;80000-000;87999-999
PR;Manoel Ribas;4114500;43;80000-000;87999-999
PR;Marechal Cândido Rondon;4114609;45;80000-000;87999-999
PR;Maria Helena;4114708;44;80000-000;87999-999
PR;Marialva;4114807;44;80000-000;87999-999
PR;Marilândia Do Sul;4114906;43;80000-000;87999-999
PR;Marilena;4115002;44;80000-000;87999-999
PR;Mariluz;4115101;44;80000-000;87999-999
PR;Maringá;4115200;44;80000-000;87999-999
PR;Mariópolis;4115309;46;80000-000;87999-999
PR;Maripá;4115358;44;80000-000;87999-999
PR;Marmeleiro;4115408;46;80000-000;87999-999
PR;Marquinho;4115457;42;80000-000;87999-999
PR;Marumbi;4115507;43;80000-000;87999-999
PR;Matelândia;4115606;45;80000-000;87999-999
PR;Matinhos;4115705;41;80000-000;87999-999
PR;Mato Rico;4115739;42;80000-000;87999-999
PR;Mauá Da Serra;4115754;43;80000-000;87999-999
PR;Medianeira;4115804;45;80000-000;87999-999
PR;Mercedes;4115853;45;80000-000;87999-999
PR;Mirador;4115903;44;80000-000;87999-999
PR;Miraselva;4116000;43;80000-000;87999-999
PR;Missal;4116059;45;80000-000;87999-999
PR;Moreira Sales;4116109;44;80000-000;87999-999
PR;Morretes;4116208;41;80000-000;87999-999
PR;Munhoz De Melo;4116307;44;80000-000;87999-999
PR;Nossa Senhora Das Graças;4116406;44;80000-000;87999-999
PR;Nova Aliança Do Ivaí;4116505;44;80000-000;87999-999
PR;Nova América Da Colina;4116604;43;80000-000;87999-999
PR;Nova Aurora;4116703;45;80000-000;87999-999
PR;Nova Cantu;4116802;44;80000-000;87999-999
PR;Nova Esperança;4116901;44;80000-000;87999-999
PR;Nova Esperança Do Sudoeste;4116950;46;80000-000;87999-999
PR;Nova Fátima;4117008;43;80000-000;87999-999
PR;Nova Laranjeiras;4117057;42;80000-000;87999-999
PR;Nova Londrina;4117107;44;80000-000;87999-999
PR;Nova Olímpia;4117206;44;80000-000;87999-999
PR;Nova Prata Do Iguaçu;4117255;46;80000-000;87999-999
PR;Nova Santa Bárbara;4117214;43;80000-000;87999-999
PR;Nova Santa Rosa;4117222;45;80000-000;87999-999
PR;Nova Tebas;4117271;42;80000-000;87999-999
PR;Novo Itacolomi;4117297;43;80000-000;87999-999
PR;Ortigueira;4117305;42;80000-000;87999-999
PR;Ourizona;4117404;44;80000-000;87999-999
PR;Ouro Verde Do Oeste;4117453;45;80000-000;87999-999
PR;Paiçandu;4117503;44;80000-000;87999-999
PR;Palmas;4117602;46;85555-000;85555-000
PR;Palmeira;4117701;42;80000-000;87999-999
PR;Palmital;4117800;42;80000-000;87999-999
PR;Palotina;4117909;44;80000-000;87999-999
PR;Paraíso Do Norte;4118006;44;80000-000;87999-999
PR;Paranacity;4118105;44;80000-000;87999-999
PR;Paranaguá;4118204;41;80000-000;87999-999
PR;Paranapoema;4118303;44;80000-000;87999-999
PR;Paranavaí;4118402;44;80000-000;87999-999
PR;Pato Bragado;4118451;45;80000-000;87999-999
PR;Pato Branco;4118501;46;85501-000;85503-324
PR;Paula Freitas;4118600;42;80000-000;87999-999
PR;Paulo Frontin;4118709;42;80000-000;87999-999
PR;Peabiru;4118808;44;80000-000;87999-999
PR;Perobal;4118857;44;80000-000;87999-999
PR;Pérola;4118907;44;80000-000;87999-999
PR;Pérola D'Oeste;4119004;46;80000-000;87999-999
PR;Piên;4119103;41;80000-000;87999-999
PR;Pinhais;4119152;41;80000-000;87999-999
PR;Pinhal De São Bento;4119251;46;80000-000;87999-999
PR;Pinhalão;4119202;43;80000-000;87999-999
PR;Pinhão;4119301;42;80000-000;87999-999
PR;Piraí Do Sul;4119400;42;80000-000;87999-999
PR;Piraquara;4119509;41;80000-000;87999-999
PR;Pitanga;4119608;42;80000-000;87999-999
PR;Pitangueiras;4119657;43;80000-000;87999-999
PR;Planaltina Do Paraná;4119707;44;80000-000;87999-999
PR;Planalto;4119806;46;80000-000;87999-999
PR;Ponta Grossa;4119905;42;80000-000;87999-999
PR;Pontal Do Paraná;4119954;41;80000-000;87999-999
PR;Porecatu;4120002;43;80000-000;87999-999
PR;Porto Amazonas;4120101;42;80000-000;87999-999
PR;Porto Barreiro;4120150;42;80000-000;87999-999
PR;Porto Rico;4120200;44;80000-000;87999-999
PR;Porto Vitória;4120309;42;80000-000;87999-999
PR;Prado Ferreira;4120333;43;80000-000;87999-999
