UF;Município;Cod_Município;CN;Cep_Início;Cep_Fim
PA;Santa Cruz Do Arari;1506401;91;66000-000;68899-999
PA;Santa Izabel Do Pará;1506500;91;66000-000;68899-999
PA;Santa Luzia Do Pará;1506559;91;66000-000;68899-999
PA;Santa Maria Das Barreiras;1506583;94;66000-000;68899-999
PA;Santa Maria Do Pará;1506609;91;66000-000;68899-999
PA;Santana Do Araguaia;1506708;94;66000-000;68899-999
PA;Santarém;1506807;93;68005-000;68100-000
PA;Santarém Novo;1506906;91;66000-000;68899-999
PA;Santo Antônio Do Tauá;1507003;91;66000-000;68899-999
PA;São Caetano De Odivelas;1507102;91;66000-000;68899-999
PA;São Domingos Do Araguaia;1507151;94;66000-000;68899-999
PA;São Domingos Do Capim;1507201;91;66000-000;68899-999
PA;São Félix Do Xingu;1507300;94;66000-000;68899-999
PA;São Francisco Do Pará;1507409;91;66000-000;68899-999
PA;São Geraldo Do Araguaia;1507458;94;66000-000;68899-999
PA;São João Da Ponta;1507466;91;66000-000;68899-999
PA;São João De Pirabas;1507474;91;66000-000;68899-999
PA;São João Do Araguaia;1507508;94;66000-000;68899-999
PA;São Miguel Do Guamá;1507607;91;66000-000;68899-999
PA;São Sebastião Da Boa Vista;1507706;91;66000-000;68899-999
PA;Sapucaia;1507755;94;66000-000;68899-999
PA;Senador José Porfírio;1507805;91;66000-000;68899-999
PA;Soure;1507904;91;66000-000;68899-999
PA;Tailândia;1507953;91;66000-000;68899-999
PA;Terra Alta;1507961;91;66000-000;68899-999
PA;Terra Santa;1507979;93;66000-000;68899-999
PA;Tomé-Açu;1508001;91;66000-000;68899-999
PA;Tracuateua;1508035;91;66000-000;68899-999
PA;Trairão;1508050;93;66000-000;68899-999
PA;Tucumã;1508084;94;66000-000;68899-999
PA;Tucuruí;1508100;94;66000-000;68899-999
PA;Ulianópolis;1508126;91;66000-000;68899-999
PA;Uruará;1508159;93;66000-000;68899-999
PA;Vigia;1508209;91;68780-000;68782-000
PA;Viseu;1508308;91;66000-000;68899-999
PA;Vitória Do Xingu;1508357;93;66000-000;68899-999
PA;Xinguara;1508407;94;66000-000;68899-999
PB;Água Branca;2500106;83;58000-000;58999-999
PB;Aguiar;2500205;83;58000-000;58999-999
PB;Alagoa Grande;2500304;83;58000-000;58999-999
PB;Alagoa Nova;2500403;83;58000-000;58999-999
PB;Alagoinha;2500502;83;58000-000;58999-999
PB;Alcantil;2500536;83;58000-000;58999-999
PB;Algodão De Jandaíra;2500577;83;58000-000;58999-999
PB;Alhandra;2500601;83;58000-000;58999-999
PB;Amparo;2500734;83;58000-000;58999-999
PB;Aparecida;2500775;83;58000-000;58999-999
PB;Araçagi;2500809;83;58000-000;58999-999
PB;Arara;2500908;83;58000-000;58999-999
PB;Araruna;2501005;83;58000-000;58999-999
PB;Areia;2501104;83;58000-000;58999-999
PB;Areia De Baraúnas;2501153;83;58000-000;58999-999
PB;Areial;2501203;83;58000-000;58999-999
PB;Aroeiras;2501302;83;58000-000;58999-999
PB;Assunção;2501351;83;58000-000;58999-999
PB;Baía Da Traição;2501401;83;58000-000;58999-999
PB;Bananeiras;2501500;83;58000-000;58999-999
PB;Baraúna;2501534;83;58000-000;58999-999
PB;Barra De Santa Rosa;2501609;83;58000-000;58999-999
PB;Barra De Santana;2501575;83;58000-000;58999-999
PB;Barra De São Miguel;2501708;83;58000-000;58999-999
PB;Bayeux;2501807;83;58000-000;58999-999
PB;Belém;2501906;83;58000-000;58999-999
PB;Belém Do Brejo Do Cruz;2502003;83;58000-000;58999-999
PB;Bernardino Batista;2502052;83;58000-000;58999-999
PB;Boa Ventura;2502102;83;58000-000;58999-999
PB;Boa Vista;2502151;83;58000-000;58999-999
PB;Bom Jesus;2502201;83;58000-000;58999-999
PB;Bom Sucesso;2502300;83;58000-000;58999-999
PB;Bonito De Santa Fé;2502409;83;58000-000;58999-999
PB;Boqueirão;2502508;83;58000-000;58999-999
PB;Borborema;2502706;83;58000-000;58999-999
PB;Brejo Do Cruz;2502805;83;58000-000;58999-999
PB;Brejo Dos Santos;2502904;83;58000-000;58999-999
PB;Caaporã;2503001;83;58000-000;58999-999
PB;Cabaceiras;2503100;83;58000-000;58999-999
PB;Cabedelo;2503209;83;58000-000;58999-999
PB;Cachoeira Dos Índios;2503308;83;58000-000;58999-999
PB;Cacimba De Areia;2503407;83;58000-000;58999-999
PB;Cacimba De Dentro;2503506;83;58000-000;58999-999
PB;Cacimbas;2503555;83;58000-000;58999-999
PB;Caiçara;2503605;83;58000-000;58999-999
PB;Cajazeiras;2503704;83;58000-000;58999-999
PB;Cajazeirinhas;2503753;83;58000-000;58999-999
PB;Caldas Brandão;2503803;83;58000-000;58999-999
PB;Camalaú;2503902;83;58000-000;58999-999
PB;Campina Grande;2504009;83;58400-002;58400-825
PB;Tacima;2516409;83;58000-000;58999-999
PB;Capim;2504033;83;58000-000;58999-999
PB;Caraúbas;2504074;83;58000-000;58999-999
PB;Carrapateira;2504108;83;58000-000;58999-999
PB;Casserengue;2504157;83;58000-000;58999-999
PB;Catingueira;2504207;83;58000-000;58999-999
PB;Catolé Do Rocha;2504306;83;58000-000;58999-999
PB;Caturité;2504355;83;58000-000;58999-999
PB;Conceição;2504405;83;58000-000;58999-999
PB;Condado;2504504;83;58000-000;58999-999
PB;Conde;2504603;83;58000-000;58999-999
PB;Congo;2504702;83;58000-000;58999-999
PB;Coremas;2504801;83;58000-000;58999-999
PB;Coxixola;2504850;83;58000-000;58999-999
PB;Cruz Do Espírito Santo;2504900;83;58000-000;58999-999
PB;Cubati;2505006;83;58000-000;58999-999
PB;Cuité;2505105;83;58000-000;58999-999
PB;Cuité De Mamanguape;2505238;83;58000-000;58999-999
PB;Cuitegi;2505204;83;58000-000;58999-999
PB;Curral De Cima;2505279;83;58000-000;58999-999
PB;Curral Velho;2505303;83;58990-000;58990-000
PB;Damião;2505352;83;58000-000;58999-999
PB;Desterro;2505402;83;58000-000;58999-999
PB;Diamante;2505600;83;58000-000;58999-999
PB;Dona Inês;2505709;83;58000-000;58999-999
PB;Duas Estradas;2505808;83;58000-000;58999-999
PB;Emas;2505907;83;58000-000;58999-999
PB;Esperança;2506004;83;58000-000;58999-999
PB;Fagundes;2506103;83;58000-000;58999-999
PB;Frei Martinho;2506202;83;58000-000;58999-999
PB;Gado Bravo;2506251;83;58000-000;58999-999
PB;Guarabira;2506301;83;58000-000;58999-999
PB;Gurinhém;2506400;83;58000-000;58999-999
PB;Gurjão;2506509;83;58000-000;58999-999
PB;Ibiara;2506608;83;58000-000;58999-999
PB;Igaracy;2502607;83;58000-000;58999-999
PB;Imaculada;2506707;83;58000-000;58999-999
PB;Ingá;2506806;83;58000-000;58999-999
PB;Itabaiana;2506905;83;58000-000;58999-999
PB;Itaporanga;2507002;83;58000-000;58999-999
PB;Itapororoca;2507101;83;58000-000;58999-999
PB;Itatuba;2507200;83;58000-000;58999-999
PB;Jacaraú;2507309;83;58000-000;58999-999
PB;Jericó;2507408;83;58000-000;58999-999
PB;João Pessoa;2507507;83;58000-000;58090-080
PB;Juarez Távora;2507606;83;58000-000;58999-999
PB;Juazeirinho;2507705;83;58000-000;58999-999
PB;Junco Do Seridó;2507804;83;58000-000;58999-999
PB;Juripiranga;2507903;83;58000-000;58999-999
PB;Juru;2508000;83;58000-000;58999-999
PB;Lagoa;2508109;83;58000-000;58999-999
PB;Lagoa De Dentro;2508208;83;58000-000;58999-999
PB;Lagoa Seca;2508307;83;58000-000;58999-999
PB;Lastro;2508406;83;58000-000;58999-999
PB;Livramento;2508505;83;58000-000;58999-999
PB;Logradouro;2508554;83;58000-000;58999-999
PB;Lucena;2508604;83;58000-000;58999-999
PB;Mãe D'Água;2508703;83;58000-000;58999-999
PB;Malta;2508802;83;58000-000;58999-999
PB;Mamanguape;2508901;83;58000-000;58999-999
PB;Manaíra;2509008;83;58000-000;58999-999
PB;Marcação;2509057;83;58000-000;58999-999
PB;Mari;2509107;83;58000-000;58999-999
PB;Marizópolis;2509156;83;58000-000;58999-999
PB;Massaranduba;2509206;83;58000-000;58999-999
PB;Mataraca;2509305;83;58000-000;58999-999
PB;Matinhas;2509339;83;58000-000;58999-999
PB;Mato Grosso;2509370;83;58000-000;58999-999
PB;Maturéia;2509396;83;58000-000;58999-999
PB;Mogeiro;2509404;83;58000-000;58999-999
PB;Montadas;2509503;83;58000-000;58999-999
PB;Monte Horebe;2509602;83;58000-000;58999-999
PB;Monteiro;2509701;83;58000-000;58999-999
PB;Mulungu;2509800;83;58000-000;58999-999
PB;Natuba;2509909;83;58000-000;58999-999
PB;Nazarezinho;2510006;83;58000-000;58999-999
PB;Nova Floresta;2510105;83;58000-000;58999-999
PB;Nova Olinda;2510204;83;58000-000;58999-999
PB;Nova Palmeira;2510303;83;58000-000;58999-999
PB;Olho D'Água;2510402;83;58000-000;58999-999
PB;Olivedos;2510501;83;58000-000;58999-999
PB;Ouro Velho;2510600;83;58000-000;58999-999
PB;Parari;2510659;83;58000-000;58999-999
PB;Passagem;2510709;83;58000-000;58999-999
PB;Patos;2510808;83;58000-000;58999-999
PB;Paulista;2510907;83;58000-000;58999-999
PB;Pedra Branca;2511004;83;58000-000;58999-999
PB;Pedra Lavrada;2511103;83;58000-000;58999-999
PB;Pedras De Fogo;2511202;83;58000-000;58999-999
PB;Pedro Régis;2512721;83;58000-000;58999-999
PB;Piancó;2511301;83;58000-000;58999-999
PB;Picuí;2511400;83;58000-000;58999-999
PB;Pilar;2511509;83;58000-000;58999-999
PB;Pilões;2511608;83;58000-000;58999-999
PB;Pilõezinhos;2511707;83;58000-000;58999-999
PB;Pirpirituba;2511806;83;58000-000;58999-999
PB;Pitimbu;2511905;83;58000-000;58999-999
PB;Pocinhos;2512002;83;58000-000;58999-999
PB;Poço Dantas;2512036;83;58000-000;58999-999
PB;Poço De José De Moura;2512077;83;58000-000;58999-999
PB;Pombal;2512101;83;58000-000;58999-999
PB;Prata;2512200;83;58000-000;58999-999
PB;Princesa Isabel;2512309;83;58000-000;58999-999
PB;Puxinanã;2512408;83;58000-000;58999-999
PB;Queimadas;2512507;83;58000-000;58999-999
PB;Quixaba;2512606;83;58000-000;58999-999
PB;Remígio;2512705;83;58000-000;58999-999
PB;Riachão;2512747;83;58000-000;58999-999
PB;Riachão Do Bacamarte;2512754;83;58000-000;58999-999
PB;Riachão Do Poço;2512762;83;58000-000;58999-999
PB;Riacho De Santo Antônio;2512788;83;58465-000;58465-000
PB;Riacho Dos Cavalos;2512804;83;58000-000;58999-999
PB;Rio Tinto;2512903;83;58000-000;58999-999
PB;Salgadinho;2513000;83;58000-000;58999-999
PB;Salgado De São Félix;2513109;83;58000-000;58999-999
PB;Santa Cecília;2513158;83;58000-000;58999-999
PB;Santa Cruz;2513208;83;58000-000;58999-999
PB;Santa Helena;2513307;83;58000-000;58999-999
PB;Santa Inês;2513356;83;58000-000;58999-999
PB;Santa Luzia;2513406;83;58000-000;58999-999
PB;Santa Rita;2513703;83;58000-000;58999-999
PB;Santa Teresinha;2513802;83;58000-000;58999-999
PB;Santana De Mangueira;2513505;83;58000-000;58999-999
PB;Santana Dos Garrotes;2513604;83;58000-000;58999-999
PB;Joca Claudino;2513653;83;58000-000;58999-999
PB;Santo André;2513851;83;58000-000;58999-999
PB;São Bentinho;2513927;83;58000-000;58999-999
PB;São Bento;2513901;83;58000-000;58999-999
PB;São Domingos;2513968;83;58000-000;58999-999
PB;São Domingos Do Cariri;2513943;83;58000-000;58999-999
PB;São Francisco;2513984;83;58000-000;58999-999
PB;São João Do Cariri;2514008;83;58000-000;58999-999
PB;São João Do Rio Do Peixe;2500700;83;58000-000;58999-999
PB;São João Do Tigre;2514107;83;58000-000;58999-999
PB;São José Da Lagoa Tapada;2514206;83;58000-000;58999-999
PB;São José De Caiana;2514305;83;58000-000;58999-999
PB;São José De Espinharas;2514404;83;58000-000;58999-999
PB;São José De Piranhas;2514503;83;58000-000;58999-999
PB;São José De Princesa;2514552;83;58000-000;58999-999
PB;São José Do Bonfim;2514602;83;58000-000;58999-999
PB;São José Do Brejo Do Cruz;2514651;83;58000-000;58999-999
PB;São José Do Sabugi;2514701;83;58000-000;58999-999
PB;São José Dos Cordeiros;2514800;83;58000-000;58999-999
PB;São José Dos Ramos;2514453;83;58000-000;58999-999
PB;São Mamede;2514909;83;58000-000;58999-999
PB;São Miguel De Taipu;2515005;83;58000-000;58999-999
PB;São Sebastião De Lagoa De Roça;2515104;83;58000-000;58999-999
PB;São Sebastião Do Umbuzeiro;2515203;83;58000-000;58999-999
PB;Sapé;2515302;83;58000-000;58999-999
PB;São Vicente Do Seridó;2515401;83;58000-000;58999-999
PB;Serra Branca;2515500;83;58000-000;58999-999
PB;Serra Da Raiz;2515609;83;58000-000;58999-999
PB;Serra Grande;2515708;83;58000-000;58999-999
PB;Serra Redonda;2515807;83;58000-000;58999-999
PB;Serraria;2515906;83;58000-000;58999-999
PB;Sertãozinho;2515930;83;58000-000;58999-999
PB;Sobrado;2515971;83;58000-000;58999-999
PB;Solânea;2516003;83;58000-000;58999-999
PB;Soledade;2516102;83;58000-000;58999-999
PB;Sossêgo;2516151;83;58000-000;58999-999
PB;Sousa;2516201;83;58000-000;58999-999
PB;Sumé;2516300;83;58000-000;58999-999
PB;Taperoá;2516508;83;58000-000;58999-999
PB;Tavares;2516607;83;58000-000;58999-999
PB;Teixeira;2516706;83;58000-000;58999-999
PB;Tenório;2516755;83;58000-000;58999-999
PB;Triunfo;2516805;83;58000-000;58999-999
PB;Uiraúna;2516904;83;58000-000;58999-999
PB;Umbuzeiro;2517001;83;58000-000;58999-999
PB;Várzea;2517100;83;58000-000;58999-999
PB;Vieirópolis;2517209;83;58000-000;58999-999
PB;Vista Serrana;2505501;83;58000-000;58999-999
PB;Zabelê;2517407;83;58000-000;58999-999
PE;Abreu e Lima;2600054;81;53510-050;53530-725
PE;Afogados Da Ingazeira;2600104;87;50000-000;56999-999
PE;Afrânio;2600203;87;50000-000;56999-999
PE;Agrestina;2600302;81;50000-000;56999-999
PE;Água Preta;2600401;81;50000-000;56999-999
PE;Águas Belas;2600500;87;50000-000;56999-999
PE;Alagoinha;2600609;87;50000-000;56999-999
PE;Aliança;2600708;81;50000-000;56999-999
PE;Altinho;2600807;81;50000-000;56999-999
PE;Amaraji;2600906;81;50000-000;56999-999
PE;Angelim;2601003;87;50000-000;56999-999
PE;Araçoiaba;2601052;81;50000-000;56999-999
PE;Araripina;2601102;87;50000-000;56999-999
PE;Arcoverde;2601201;87;50000-000;56999-999
PE;Barra De Guabiraba;2601300;81;50000-000;56999-999
PE;Barreiros;2601409;81;50000-000;56999-999
PE;Belém De Maria;2601508;81;50000-000;56999-999
PE;Belém Do São Francisco;2601607;87;50000-000;56999-999
PE;Belo Jardim;2601706;81;50000-000;56999-999
PE;Betânia;2601805;87;50000-000;56999-999
PE;Bezerros;2601904;81;50000-000;56999-999
PE;Bodocó;2602001;87;50000-000;56999-999
PE;Bom Conselho;2602100;87;50000-000;56999-999
PE;Bom Jardim;2602209;81;50000-000;56999-999
PE;Bonito;2602308;81;50000-000;56999-999
PE;Brejão;2602407;87;50000-000;56999-999
PE;Brejinho;2602506;87;50000-000;56999-999
PE;Brejo Da Madre De Deus;2602605;81;50000-000;56999-999
PE;Buenos Aires;2602704;81;50000-000;56999-999
PE;Buíque;2602803;87;50000-000;56999-999
PE;Cabo De Santo Agostinho;2602902;81;50000-000;56999-999
PE;Cabrobó;2603009;87;50000-000;56999-999
PE;Cachoeirinha;2603108;81;50000-000;56999-999
PE;Caetés;2603207;87;50000-000;56999-999
PE;Calçado;2603306;87;50000-000;56999-999
PE;Calumbi;2603405;87;50000-000;56999-999
PE;Camaragibe;2603454;81;50000-000;56999-999
PE;Camocim De São Félix;2603504;81;50000-000;56999-999
PE;Camutanga;2603603;81;50000-000;56999-999
PE;Canhotinho;2603702;87;50000-000;56999-999
PE;Capoeiras;2603801;87;50000-000;56999-999
PE;Carnaíba;2603900;87;50000-000;56999-999
PE;Carnaubeira Da Penha;2603926;87;50000-000;56999-999
PE;Carpina;2604007;81;50000-000;56999-999
PE;Caruaru;2604106;81;55012-000;55012-970
PE;Casinhas;2604155;81;50000-000;56999-999
PE;Catende;2604205;81;50000-000;56999-999
PE;Cedro;2604304;87;50000-000;56999-999
PE;Chã De Alegria;2604403;81;50000-000;56999-999
PE;Chã Grande;2604502;81;50000-000;56999-999
PE;Condado;2604601;81;50000-000;56999-999
PE;Correntes;2604700;87;50000-000;56999-999
PE;Cortês;2604809;81;50000-000;56999-999
PE;Cumaru;2604908;81;50000-000;56999-999
PE;Cupira;2605004;81;50000-000;56999-999
PE;Custódia;2605103;87;50000-000;56999-999
PE;Dormentes;2605152;87;50000-000;56999-999
PE;Escada;2605202;81;50000-000;56999-999
PE;Exu;2605301;87;50000-000;56999-999
PE;Feira Nova;2605400;81;50000-000;56999-999
PE;Fernando De Noronha;2605459;81;50000-000;56999-999
PE;Ferreiros;2605509;81;50000-000;56999-999
PE;Flores;2605608;87;50000-000;56999-999
PE;Floresta;2605707;87;50000-000;56999-999
PE;Frei Miguelinho;2605806;81;50000-000;56999-999
PE;Gameleira;2605905;81;50000-000;56999-999
PE;Garanhuns;2606002;87;50000-000;56999-999
PE;Glória Do Goitá;2606101;81;50000-000;56999-999
PE;Goiana;2606200;81;50000-000;56999-999
PE;Granito;2606309;87;50000-000;56999-999
PE;Gravatá;2606408;81;50000-000;56999-999
PE;Iati;2606507;87;50000-000;56999-999
PE;Ibimirim;2606606;87;50000-000;56999-999
PE;Ibirajuba;2606705;87;50000-000;56999-999
PE;Igarassu;2606804;81;50000-000;56999-999
PE;Iguaracy;2606903;87;50000-000;56999-999
PE;Inajá;2607000;87;50000-000;56999-999
PE;Ingazeira;2607109;87;50000-000;56999-999
PE;Ipojuca;2607208;81;50000-000;56999-999
PE;Ipubi;2607307;87;50000-000;56999-999
PE;Itacuruba;2607406;87;50000-000;56999-999
PE;Itaíba;2607505;87;50000-000;56999-999
PE;Ilha De Itamaracá;2607604;81;50000-000;56999-999
PE;Itambé;2607653;81;50000-000;56999-999
PE;Itapetim;2607703;87;50000-000;56999-999
PE;Itapissuma;2607752;81;50000-000;56999-999
PE;Itaquitinga;2607802;81;50000-000;56999-999
PE;Jaboatão Dos Guararapes;2607901;81;50000-000;56999-999
PE;Jaqueira;2607950;81;50000-000;56999-999
PE;Jataúba;2608008;81;50000-000;56999-999
PE;Jatobá;2608057;87;50000-000;56999-999
PE;João Alfredo;2608107;81;50000-000;56999-999
PE;Joaquim Nabuco;2608206;81;50000-000;56999-999
PE;Jucati;2608255;87;50000-000;56999-999
PE;Jupi;2608305;87;50000-000;56999-999
PE;Jurema;2608404;87;50000-000;56999-999
PE;Lagoa Do Carro;2608453;81;50000-000;56999-999
PE;Lagoa De Itaenga;2608503;81;50000-000;56999-999
PE;Lagoa Do Ouro;2608602;87;50000-000;56999-999
PE;Lagoa Dos Gatos;2608701;81;50000-000;56999-999
PE;Lagoa Grande;2608750;87;50000-000;56999-999
PE;Lajedo;2608800;87;50000-000;56999-999
PE;Limoeiro;2608909;81;50000-000;56999-999
PE;Macaparana;2609006;81;50000-000;56999-999
PE;Machados;2609105;81;50000-000;56999-999
PE;Manari;2609154;87;50000-000;56999-999
PE;Maraial;2609204;81;50000-000;56999-999
PE;Mirandiba;2609303;87;50000-000;56999-999
PE;Moreilândia;2614303;87;50000-000;56999-999
PE;Moreno;2609402;81;50000-000;56999-999
PE;Nazaré Da Mata;2609501;81;50000-000;56999-999
PE;Olinda;2609600;81;50000-000;56999-999
PE;Orobó;2609709;81;50000-000;56999-999
PE;Orocó;2609808;87;50000-000;56999-999
PE;Ouricuri;2609907;87;50000-000;56999-999
PE;Palmares;2610004;81;50000-000;56999-999
PE;Palmeirina;2610103;87;50000-000;56999-999
PE;Panelas;2610202;81;50000-000;56999-999
PE;Paranatama;2610301;87;50000-000;56999-999
PE;Parnamirim;2610400;87;50000-000;56999-999
PE;Passira;2610509;81;50000-000;56999-999
PE;Paudalho;2610608;81;50000-000;56999-999
PE;Paulista;2610707;81;53400-000;53402-690
PE;Pedra;2610806;87;50000-000;56999-999
PE;Pesqueira;2610905;87;50000-000;56999-999
PE;Petrolândia;2611002;87;50000-000;56999-999
PE;Petrolina;2611101;87;50000-000;56999-999
PE;Poção;2611200;87;50000-000;56999-999
PE;Pombos;2611309;81;50000-000;56999-999
PE;Primavera;2611408;81;50000-000;56999-999
PE;Quipapá;2611507;81;50000-000;56999-999
PE;Quixaba;2611533;87;50000-000;56999-999
PE;Recife;2611606;81;50000-000;53350-800
PE;Riacho Das Almas;2611705;81;50000-000;56999-999
PE;Ribeirão;2611804;81;50000-000;56999-999
PE;Rio Formoso;2611903;81;50000-000;56999-999
PE;Sairé;2612000;81;50000-000;56999-999
PE;Salgadinho;2612109;81;50000-000;56999-999
PE;Salgueiro;2612208;87;50000-000;56999-999
PE;Saloá;2612307;87;50000-000;56999-999
PE;Sanharó;2612406;87;50000-000;56999-999
PE;Santa Cruz;2612455;87;50000-000;56999-999
PE;Santa Cruz Da Baixa Verde;2612471;87;50000-000;56999-999
PE;Santa Cruz Do Capibaribe;2612505;81;50000-000;56999-999
PE;Santa Filomena;2612554;87;50000-000;56999-999
PE;Santa Maria Da Boa Vista;2612604;87;50000-000;56999-999
PE;Santa Maria Do Cambucá;2612703;81;50000-000;56999-999
PE;Santa Terezinha;2612802;87;50000-000;56999-999
PE;São Benedito Do Sul;2612901;81;50000-000;56999-999
PE;São Bento Do Una;2613008;81;50000-000;56999-999
PE;São Caitano;2613107;81;50000-000;56999-999
PE;São João;2613206;87;50000-000;56999-999
PE;São Joaquim Do Monte;2613305;81;50000-000;56999-999
PE;São José Da Coroa Grande;2613404;81;50000-000;56999-999
PE;São José Do Belmonte;2613503;87;50000-000;56999-999
PE;São José Do Egito;2613602;87;50000-000;56999-999
PE;São Lourenço Da Mata;2613701;81;50000-000;56999-999
PE;São Vicente Ferrer;2613800;81;50000-000;56999-999
PE;Serra Talhada;2613909;87;50000-000;56999-999
PE;Serrita;2614006;87;50000-000;56999-999
PE;Sertânia;2614105;87;50000-000;56999-999
PE;Sirinhaém;2614204;81;50000-000;56999-999
PE;Solidão;2614402;87;50000-000;56999-999
PE;Surubim;2614501;81;50000-000;56999-999
PE;Tabira;2614600;87;50000-000;56999-999
PE;Tacaimbó;2614709;81;50000-000;56999-999
PE;Tacaratu;2614808;87;50000-000;56999-999
PE;Tamandaré;2614857;81;50000-000;56999-999
PE;Taquaritinga Do Norte;2615003;81;50000-000;56999-999
PE;Terezinha;2615102;87;50000-000;56999-999
PE;Terra Nova;2615201;87;50000-000;56999-999
PE;Timbaúba;2615300;81;50000-000;56999-999
PE;Toritama;2615409;81;50000-000;56999-999
PE;Tracunhaém;2615508;81;50000-000;56999-999
PE;Trindade;2615607;87;50000-000;56999-999
PE;Triunfo;2615706;87;50000-000;56999-999
PE;Tupanatinga;2615805;87;50000-000;56999-999
PE;Tuparetama;2615904;87;50000-000;56999-999
PE;Venturosa;2616001;87;50000-000;56999-999
PE;Verdejante;2616100;87;50000-000;56999-999
PE;Vertente Do Lério;2616183;81;50000-000;56999-999
PE;Vertentes;2616209;81;50000-000;56999-999
PE;Vicência;2616308;81;50000-000;56999-999
PE;Vitória De Santo Antão;2616407;81;55600-000;55608-330
PE;Xexéu;2616506;81;50000-000;56999-999
PI;Acauã;2200053;89;64000-000;64999-999
PI;Agricolândia;2200103;86;64000-000;64999-999
PI;Água Branca;2200202;86;64000-000;64999-999
PI;Alagoinha Do Piauí;2200251;89;64000-000;64999-999
PI;Alegrete Do Piauí;2200277;89;64000-000;64999-999
PI;Alto Longá;2200301;86;64000-000;64999-999
PI;Altos;2200400;86;64000-000;64999-999
PI;Alvorada Do Gurguéia;2200459;89;64000-000;64999-999
PI;Amarante;2200509;86;64000-000;64999-999
PI;Angical Do Piauí;2200608;86;64000-000;64999-999
PI;Anísio De Abreu;2200707;89;64000-000;64999-999
PI;Antônio Almeida;2200806;89;64000-000;64999-999
PI;Aroazes;2200905;89;64000-000;64999-999
PI;Arraial;2201002;89;64000-000;64999-999
PI;Assunção Do Piauí;2201051;86;64000-000;64999-999
PI;Avelino Lopes;2201101;89;64000-000;64999-999
PI;Baixa Grande Do Ribeiro;2201150;89;64000-000;64999-999
PI;Barra D'Alcântara;2201176;89;64000-000;64999-999
PI;Barras;2201200;86;64000-000;64999-999
PI;Barreiras Do Piauí;2201309;89;64000-000;64999-999
PI;Barro Duro;2201408;86;64000-000;64999-999
PI;Batalha;2201507;86;64000-000;64999-999
PI;Bela Vista Do Piauí;2201556;89;64000-000;64999-999
PI;Belém Do Piauí;2201572;89;64000-000;64999-999
PI;Beneditinos;2201606;86;64000-000;64999-999
PI;Bertolínia;2201705;89;64000-000;64999-999
PI;Betânia Do Piauí;2201739;89;64000-000;64999-999
PI;Boa Hora;2201770;86;64000-000;64999-999
PI;Bocaina;2201804;89;64000-000;64999-999
PI;Bom Jesus;2201903;89;64000-000;64999-999
PI;Bom Princípio Do Piauí;2201919;86;64000-000;64999-999
PI;Bonfim Do Piauí;2201929;89;64000-000;64999-999
PI;Boqueirão Do Piauí;2201945;86;64000-000;64999-999
PI;Brasileira;2201960;86;64000-000;64999-999
PI;Brejo Do Piauí;2201988;89;64000-000;64999-999
PI;Buriti Dos Lopes;2202000;86;64000-000;64999-999
PI;Buriti Dos Montes;2202026;86;64000-000;64999-999
PI;Cabeceiras Do Piauí;2202059;86;64000-000;64999-999
PI;Cajazeiras Do Piauí;2202075;89;64000-000;64999-999
PI;Cajueiro Da Praia;2202083;86;64000-000;64999-999
PI;Caldeirão Grande Do Piauí;2202091;89;64000-000;64999-999
PI;Campinas Do Piauí;2202109;89;64000-000;64999-999
PI;Campo Alegre Do Fidalgo;2202117;89;64000-000;64999-999
PI;Campo Grande Do Piauí;2202133;89;64000-000;64999-999
PI;Campo Largo Do Piauí;2202174;86;64000-000;64999-999
PI;Campo Maior;2202208;86;64000-000;64999-999
PI;Canavieira;2202251;89;64000-000;64999-999
PI;Canto Do Buriti;2202307;89;64000-000;64999-999
PI;Capitão De Campos;2202406;86;64000-000;64999-999
PI;Capitão Gervásio Oliveira;2202455;89;64000-000;64999-999
PI;Caracol;2202505;89;64000-000;64999-999
PI;Caraúbas Do Piauí;2202539;86;64000-000;64999-999
PI;Caridade Do Piauí;2202554;89;64000-000;64999-999
PI;Castelo Do Piauí;2202604;86;64000-000;64999-999
PI;Caxingó;2202653;86;64000-000;64999-999
PI;Cocal;2202703;86;64000-000;64999-999
PI;Cocal De Telha;2202711;86;64000-000;64999-999
PI;Cocal Dos Alves;2202729;86;64000-000;64999-999
PI;Coivaras;2202737;86;64000-000;64999-999
PI;Colônia Do Gurguéia;2202752;89;64000-000;64999-999
PI;Colônia Do Piauí;2202778;89;64000-000;64999-999
PI;Conceição Do Canindé;2202802;89;64000-000;64999-999
PI;Coronel José Dias;2202851;89;64000-000;64999-999
PI;Corrente;2202901;89;64000-000;64999-999
PI;Cristalândia Do Piauí;2203008;89;64000-000;64999-999
PI;Cristino Castro;2203107;89;64000-000;64999-999
PI;Curimatá;2203206;89;64000-000;64999-999
PI;Currais;2203230;89;64000-000;64999-999
PI;Curral Novo Do Piauí;2203271;89;64000-000;64999-999
PI;Curralinhos;2203255;86;64000-000;64999-999
PI;Demerval Lobão;2203305;86;64000-000;64999-999
PI;Dirceu Arcoverde;2203354;89;64000-000;64999-999
PI;Dom Expedito Lopes;2203404;89;64000-000;64999-999
PI;Dom Inocêncio;2203453;89;64000-000;64999-999
PI;Domingos Mourão;2203420;86;64000-000;64999-999
PI;Elesbão Veloso;2203503;86;64000-000;64999-999
